Image 1 Points (x1, y1), Image 2 Points (x2, y2)
480.299774, 226.342545, 480.295502, 226.270462
478.048187, 225.920563, 478.076599, 225.176102
405.517212, 173.306030, 405.840088, 180.606323
254.665619, 272.451630, 254.718445, 271.094391
188.471710, 176.310440, 188.393356, 183.250717
540.418091, 262.755829, 539.956543, 261.073914
528.356262, 266.963623, 528.102661, 264.074341
478.299072, 252.334930, 478.124756, 251.634003
427.091492, 249.042252, 426.999542, 248.192993
255.946609, 177.685699, 255.841461, 183.546494
166.621124, 174.714264, 166.327103, 181.585190
276.770660, 362.985199, 277.005219, 360.578430
410.574127, 320.408936, 410.109131, 318.773834
361.071686, 345.838898, 360.553711, 343.113708
303.984161, 353.546722, 303.992004, 351.351074
323.260468, 271.182281, 323.263397, 269.718048
218.591629, 263.497498, 218.697876, 262.083496
540.063049, 273.808594, 539.644409, 271.690918
417.785828, 289.091644, 417.474915, 287.827728
175.810074, 216.750900, 175.816422, 224.025986
191.757172, 257.997528, 191.983810, 259.114197
311.986725, 350.153839, 312.017456, 347.836853
461.762390, 184.973984, 462.264801, 191.139374
324.937653, 177.031448, 324.982178, 183.199142
470.328827, 169.606918, 470.807770, 175.865250
415.663452, 300.323486, 415.353790, 299.094849
339.854218, 267.447052, 340.024139, 266.019653
163.653137, 179.757416, 163.124466, 186.677444
262.867767, 177.688141, 262.724304, 183.520386
195.128540, 260.868958, 195.259033, 262.056763
481.049194, 245.382660, 480.938995, 244.827255
193.542709, 176.539062, 193.190842, 183.346832
187.632080, 218.500732, 187.501251, 225.650589
375.814606, 266.344360, 376.027496, 265.031006
336.342804, 341.672913, 336.248383, 338.599548
216.905304, 251.847290, 217.034653, 249.562714
257.620789, 358.808197, 258.128204, 354.788147
242.334641, 354.078491, 242.697342, 352.039978
413.748138, 308.550171, 413.412964, 307.154297
278.827728, 271.722198, 278.893433, 270.404938
233.542328, 364.504700, 234.016617, 362.235046
447.917542, 168.444885, 448.623169, 174.623611
330.780548, 346.173279, 330.822906, 343.487061
446.911957, 305.763123, 446.370667, 304.425812
177.787109, 216.987701, 177.620178, 224.190125
291.751923, 344.263062, 291.812927, 341.819916
502.332123, 182.905075, 502.996094, 188.681198
254.665619, 272.451630, 254.718445, 271.094391
504.825958, 158.812531, 505.764801, 164.774765
373.870087, 348.119019, 373.498077, 345.536469
370.560730, 265.756439, 370.538605, 264.258148
351.390015, 184.506119, 354.349426, 184.262726
532.774963, 212.280304, 533.185059, 210.525909
234.727600, 264.525604, 234.937881, 263.159973
268.906891, 273.088165, 268.949951, 271.683746
374.041199, 338.583679, 373.600159, 335.328796
406.457001, 182.360168, 406.667908, 188.982437
482.441467, 253.398224, 482.092865, 252.863968
235.685272, 354.896545, 236.201141, 352.733887
449.165894, 176.282501, 449.616669, 182.088242
213.576965, 173.083435, 213.270645, 178.589401
407.198517, 264.843048, 407.044067, 264.158569
281.124054, 343.523254, 281.577820, 341.145264
418.322937, 360.662781, 417.467346, 356.588379
451.803253, 307.858307, 451.259460, 306.337219
218.834702, 186.341202, 218.678741, 192.425842
506.681335, 161.204010, 507.594910, 167.418945
351.390015, 184.506119, 354.349426, 184.262726
283.396362, 370.761597, 283.875305, 366.826996
339.854218, 267.447052, 340.024139, 266.019653
297.062775, 349.741180, 296.985352, 347.416382
170.292679, 197.085510, 170.152481, 204.258118
506.681335, 161.204010, 507.594910, 167.418945
495.708527, 182.081375, 496.293274, 187.568512
240.555923, 227.513016, 240.057907, 224.380554
443.931763, 251.995041, 443.767822, 251.293137
250.447144, 262.605438, 250.585022, 261.357727
301.636230, 362.594086, 301.724487, 360.201996
379.077606, 354.604218, 378.678406, 351.928528
249.467361, 269.371552, 249.701523, 267.983734
468.940552, 249.480240, 468.708160, 248.812759
479.792145, 212.993088, 479.966736, 212.308319
569.942017, 178.448090, 570.652832, 180.340912
508.413208, 176.626221, 508.966980, 183.387100
366.376099, 253.907043, 366.870148, 251.760818
509.745544, 292.077576, 509.412689, 287.826874
157.963776, 380.060577, 158.614044, 379.305939
274.573395, 281.788757, 274.917419, 279.424530
500.704590, 163.204376, 501.446686, 169.021973
207.066315, 176.106445, 207.151505, 181.800415
281.281647, 353.362335, 281.534180, 351.325500
406.765869, 243.091187, 406.860046, 242.501373
240.555923, 227.513016, 240.057907, 224.380554
371.736725, 175.091858, 371.916901, 181.659164
391.032654, 246.179810, 390.635620, 244.155853
477.695587, 183.101074, 478.181122, 188.571106
441.878479, 300.752655, 441.436920, 299.444550
222.864822, 285.987732, 222.811340, 283.419342
178.242676, 258.550446, 178.447296, 262.489136
479.249939, 259.249054, 478.997894, 258.436493
483.598633, 306.829224, 482.908569, 305.424225
443.931763, 251.995041, 443.767822, 251.293137
383.518158, 287.331116, 383.333923, 284.401245
347.111755, 182.024460, 347.397644, 188.364151
472.896790, 177.104919, 473.573730, 183.248856
174.349258, 392.648682, 170.476578, 388.684326
364.220062, 350.989441, 363.804779, 348.452393
185.216888, 212.455170, 185.098145, 219.619965
394.994202, 346.565765, 394.435150, 344.668732
386.512054, 267.107239, 386.423218, 265.925781
337.953125, 354.959595, 337.779755, 352.425262
329.153381, 254.322388, 329.449829, 252.132584
158.993393, 229.603424, 159.368088, 236.995911
266.864899, 184.298569, 266.766602, 190.509460
217.805969, 279.369171, 217.898880, 277.769440
482.199554, 276.658112, 481.752075, 275.866730
379.706665, 361.526947, 379.399414, 358.914520
190.639648, 283.620422, 191.609421, 285.854034
268.701355, 268.596375, 268.789520, 267.033051
251.026794, 285.191071, 251.141129, 282.533752
323.981018, 259.817596, 323.973480, 258.247437
254.893463, 174.165863, 254.720291, 179.840500
455.564667, 313.337067, 455.211121, 311.466827
391.739960, 174.151276, 392.033813, 181.390747
377.803345, 259.696381, 377.589203, 258.219513
480.842102, 222.919891, 480.961487, 222.151596
332.307129, 352.805420, 332.093719, 350.300537
153.902405, 62.345730, 154.117477, 61.309113
407.069580, 287.289551, 406.619965, 286.028351
444.407745, 340.193604, 443.597748, 338.228729
220.985245, 331.980377, 221.291489, 328.651459
256.296173, 280.562408, 256.482758, 278.588623
448.030731, 276.467682, 447.703552, 275.580475
152.790833, 370.943878, 154.082443, 370.348358
148.812286, 306.701843, 149.631042, 310.520416
380.896362, 340.458740, 380.643829, 337.545227
420.539246, 248.722626, 420.309540, 247.783539
218.478867, 247.894547, 218.647430, 245.182816
395.485474, 278.599335, 395.305664, 277.147217
374.928986, 352.467651, 374.553345, 349.917297
509.745544, 292.077576, 509.412689, 287.826874
143.929367, 179.920654, 143.404694, 186.755539
308.685150, 253.377182, 299.920349, 250.864914
196.486465, 179.140503, 196.145172, 186.045105
257.655212, 171.515472, 257.442596, 176.782089
392.771423, 270.903931, 392.641235, 269.949036
414.265991, 224.069855, 414.322937, 223.038071
570.550476, 139.580200, 572.196350, 140.968018
267.173676, 283.621368, 267.328705, 280.846558
423.465271, 253.071838, 423.215027, 252.266861
407.160980, 287.052063, 406.619965, 286.028351
482.199554, 276.658112, 481.752075, 275.866730
305.926605, 205.490479, 305.935760, 203.262756
382.366791, 258.362366, 382.142761, 256.994324
556.484619, 127.620010, 558.105896, 129.803223
221.869202, 273.565155, 222.024704, 272.136566
541.738159, 251.778580, 541.359192, 250.020233
405.607422, 376.858307, 405.175598, 373.706177
148.273117, 324.125244, 148.702972, 326.989655
320.378571, 343.216034, 320.082642, 340.515015
541.551575, 238.094223, 182.375122, 380.598511
273.305328, 272.068237, 273.394073, 270.855133
399.043793, 247.376114, 398.631195, 246.559647
261.489532, 271.926666, 261.646606, 270.472961
271.502869, 344.296692, 271.748383, 341.956390
384.387787, 275.254181, 384.251953, 273.655212
505.157043, 175.944824, 505.778015, 182.133270
230.380875, 345.136810, 230.776550, 342.661957
256.296173, 280.562408, 256.482758, 278.588623
142.944153, 228.941956, 143.252289, 236.107300
361.726746, 176.422943, 361.761749, 182.914948
373.272491, 168.187149, 373.570831, 174.106735
261.489532, 271.926666, 261.646606, 270.472961
380.896362, 340.458740, 380.643829, 337.545227
275.862366, 263.592133, 276.199310, 262.251801
146.042465, 280.587494, 146.330536, 284.209473
74.546570, 72.023651, 72.833092, 115.112465
382.366791, 258.362366, 382.142761, 256.994324
144.123672, 167.641495, 143.502640, 174.276413
262.164429, 252.220230, 262.239716, 249.655518
444.808441, 245.548599, 444.734222, 244.857224
363.833496, 342.516388, 363.966461, 339.378662
143.195404, 194.976883, 142.814789, 202.038330
456.741852, 158.724533, 457.395172, 164.558731
285.103638, 271.940765, 285.039917, 270.632965
564.354797, 151.276001, 565.672668, 152.174698
377.803345, 259.696381, 377.589203, 258.219513
228.006454, 342.467865, 228.526855, 339.684937
223.540222, 264.816132, 223.730011, 263.379364
455.768158, 181.147751, 456.299896, 186.830017
461.837158, 295.117004, 461.232635, 294.072937
188.933548, 260.804077, 189.211960, 261.972748
246.427826, 259.440063, 246.337753, 257.923248
257.504242, 264.655121, 257.600525, 263.145386
407.160980, 287.052063, 406.680756, 285.811951
200.885941, 299.064362, 201.321228, 302.973114
466.194763, 242.967407, 466.089722, 242.361435
316.114929, 180.983734, 315.805267, 187.339661
381.808228, 281.986145, 382.088959, 279.697296
410.612366, 313.154419, 410.031891, 311.407135
366.912109, 346.256866, 366.608093, 343.505829
545.060669, 136.924225, 546.412659, 139.761703
276.770660, 362.985199, 277.005219, 360.578430
287.740387, 342.384216, 287.955994, 339.422699
217.632599, 270.202301, 217.926865, 268.790558
193.737869, 183.628525, 193.537079, 190.713287
379.706665, 361.526947, 379.399414, 358.914520
466.194763, 242.967407, 466.089722, 242.361435
136.633133, 386.500153, 138.400070, 402.301361
539.545532, 170.905548, 541.508667, 175.161316
144.962723, 262.486877, 145.310379, 266.471680
556.238220, 195.247589, 557.209167, 196.946625
475.588226, 246.426865, 475.466125, 245.635559
537.338257, 269.082062, 536.841675, 267.258240
515.540955, 177.464767, 515.968262, 183.976105
364.760040, 341.738251, 364.197327, 338.851715
389.054474, 260.086761, 388.926880, 258.812256
411.220673, 343.828339, 410.656769, 340.786194
228.680481, 250.733810, 228.776596, 248.142105
193.609467, 274.921356, 193.982773, 275.933380
248.734146, 252.093887, 249.541138, 249.503479
493.943298, 161.612473, 494.892914, 167.447784
515.540955, 177.464767, 515.968262, 183.976105
445.857056, 218.057938, 446.005249, 217.322830
241.146393, 341.668518, 242.492737, 338.455383
494.776825, 167.656845, 495.406982, 173.410370
178.985306, 280.882721, 179.223404, 284.502350
366.873505, 169.827209, 367.102661, 175.935364
282.371979, 280.680756, 282.441925, 278.641144
404.205750, 255.957962, 403.964203, 255.498123
378.411774, 337.895691, 377.992493, 334.640564
200.339417, 177.356171, 200.056671, 183.820251
441.878479, 300.752655, 441.436920, 299.444550
379.149506, 271.044464, 379.279785, 269.590546
451.925140, 163.744522, 452.316803, 169.474152
379.178101, 178.681427, 379.407654, 185.119553
502.332123, 182.905075, 502.996094, 188.681198
324.937653, 177.031448, 324.982178, 183.199142
541.481201, 134.415649, 542.626831, 136.984390
326.250397, 276.174652, 326.175385, 274.516052
455.341492, 323.523834, 454.505219, 320.381256
375.998291, 344.680237, 375.551880, 342.024963
178.619278, 262.406250, 178.451660, 266.090424
530.629272, 150.229965, 531.880371, 155.463104
366.873505, 169.827209, 367.102661, 175.935364
141.261856, 336.056122, 142.365204, 338.148773
139.339447, 182.716232, 138.724869, 189.588486
364.220062, 350.989441, 363.804779, 348.452393
457.591949, 155.148605, 458.200226, 160.883530
144.158264, 248.571091, 144.373749, 252.598511
297.713531, 180.039200, 297.575043, 186.083893
423.909302, 178.386002, 424.233978, 184.593079
174.779358, 259.712311, 175.049652, 254.911011
188.933548, 260.804077, 189.211960, 261.972748
258.530884, 276.541382, 258.555328, 274.872314
211.545517, 325.810974, 212.184250, 325.841492
197.602036, 381.994415, 198.253510, 380.194092
483.522125, 311.106232, 482.742065, 309.310760
186.034515, 226.257919, 186.052078, 233.360901
379.178101, 178.681427, 379.407654, 185.119553
367.732208, 254.103836, 367.645172, 252.133316
457.591949, 155.148605, 458.200226, 160.883530
207.966034, 306.012085, 208.664322, 308.079102
448.737091, 187.438599, 449.408051, 193.134644
200.885941, 299.064362, 201.321228, 302.973114
382.081238, 349.922028, 381.070190, 347.690674
366.642181, 264.548035, 366.579285, 262.981506
520.243347, 221.723007, 520.368469, 220.724747
274.175903, 350.731018, 274.429962, 348.356720
268.129974, 338.433563, 268.542847, 335.420807
414.619415, 351.102722, 414.038879, 347.437653
421.797974, 184.299194, 422.134796, 191.938354
392.420959, 282.809174, 392.198242, 280.875854
218.104614, 361.593903, 218.759628, 359.380005
375.998291, 344.680237, 375.551880, 342.024963
364.760040, 341.738251, 364.197327, 338.851715
203.138031, 223.479050, 203.274185, 229.287720
282.371979, 280.680756, 282.441925, 278.641144
260.131317, 174.211319, 260.300781, 179.750992
141.159668, 155.760941, 140.495926, 162.091827
413.262817, 255.017700, 413.249451, 253.984940
443.873169, 178.019073, 444.256134, 185.004440
155.572174, 344.354187, 156.330688, 344.934753
546.423462, 176.151520, 547.130310, 181.445816
276.846680, 353.685303, 277.022583, 351.406494
353.071594, 359.493256, 352.873871, 356.950958
133.165085, 268.513733, 133.383057, 295.572998
152.822021, 220.949936, 152.478531, 228.245239
406.765869, 243.091187, 406.860046, 242.501373
479.095459, 267.626953, 478.920776, 266.720703
213.931458, 344.142426, 214.618484, 342.805573
460.605682, 326.869415, 459.390106, 323.460785
315.657257, 199.848236, 315.347076, 197.306335
199.648911, 188.822311, 199.396851, 195.703995
373.272491, 168.187149, 373.570831, 174.106735
499.170898, 191.405319, 499.733154, 197.126678
279.148041, 276.377502, 278.718689, 274.849548
208.154785, 219.126740, 208.606018, 221.129272
370.560730, 265.756439, 370.538605, 264.258148
400.546967, 280.379974, 400.223389, 279.239777
307.802032, 363.031708, 307.926727, 360.613464
393.766235, 339.430084, 392.766846, 336.910645
340.973358, 195.368423, 274.622162, 193.957062
485.644348, 303.675415, 485.019928, 302.044128
286.870911, 281.517609, 286.892639, 279.644531
189.053268, 293.013947, 189.511993, 296.918854
372.989838, 269.228241, 372.921082, 267.762177
311.275116, 272.906921, 311.538971, 271.282288
190.491699, 229.820389, 190.625397, 235.618332
379.149506, 271.044464, 379.279785, 269.590546
214.558655, 311.003815, 214.925812, 308.545441
383.261292, 364.893921, 382.813843, 362.099213
230.380875, 345.136810, 230.776550, 342.661957
181.417908, 310.791290, 182.069397, 314.645813
215.238190, 337.151947, 216.281418, 334.163361
495.917175, 290.142731, 495.963379, 287.860931
490.961639, 303.157288, 490.675323, 300.413879
555.873657, 114.889862, 557.326721, 114.797295
199.484543, 280.208374, 199.938934, 281.326050
208.680588, 333.926727, 209.183960, 333.382904
521.858276, 163.662888, 522.608887, 169.984711
411.545807, 207.134644, 411.836060, 206.217194
213.931458, 344.142426, 214.618484, 342.805573
510.530884, 185.142563, 511.202515, 191.868774
479.249939, 259.249054, 478.997894, 258.436493
441.655975, 156.553360, 438.788574, 162.637329
273.029114, 173.955093, 272.902954, 179.561798
472.888458, 189.212280, 472.926178, 194.746857
318.236633, 272.399414, 319.080048, 271.221863
374.632599, 257.155151, 374.426575, 255.439789
216.301514, 178.870163, 216.053894, 184.588272
276.770660, 362.985199, 277.005219, 360.578430
466.191162, 325.847412, 214.039490, 378.819000
543.160095, 207.875031, 543.574219, 206.867264
483.598633, 306.829224, 482.908569, 305.424225
262.432190, 358.264221, 262.792999, 356.484680
370.201538, 272.020050, 369.932007, 269.875885
191.530472, 287.349365, 192.005753, 291.194397
174.304092, 236.177277, 174.761978, 242.740250
267.287445, 363.670532, 267.651581, 361.416260
383.261292, 364.893921, 382.813843, 362.099213
332.307129, 352.805420, 332.093719, 350.300537
137.002945, 146.581772, 136.336716, 153.319153
217.402130, 376.869385, 217.885864, 372.939728
490.132355, 189.897888, 490.534515, 195.469543
223.540222, 264.816132, 223.730011, 263.379364
210.972763, 280.773560, 211.051849, 282.013672
400.403687, 163.025940, 400.588928, 169.926605
210.999863, 273.663147, 211.524414, 275.054230
533.553772, 141.111679, 533.524414, 144.065369
393.464294, 208.668579, 393.253876, 206.029297
549.335876, 178.292786, 550.108887, 183.348145
148.471069, 108.674332, 147.581818, 113.669289
501.529083, 153.384064, 502.831635, 158.464844
542.453552, 144.337936, 543.534851, 148.425354
490.961639, 303.157288, 526.930481, 151.202286
386.365356, 334.758484, 386.007141, 331.051086
316.226410, 169.771942, 346.412842, 191.412903
119.656792, 459.700348, 329.307404, 196.099747
492.683350, 287.226929, 492.102234, 286.331940
375.903015, 198.774109, 376.056519, 195.849152
512.322266, 151.995468, 513.968628, 157.992783
444.488556, 309.712250, 443.820190, 308.331909
379.677887, 159.012146, 380.112152, 163.550903
514.950195, 267.717407, 514.576233, 266.818024
448.312225, 312.092957, 447.946014, 309.992615
469.192841, 215.800095, 469.540314, 215.552811
387.811981, 155.212067, 388.038208, 160.084137
414.618408, 186.997925, 414.813049, 194.780243
462.047333, 189.567200, 462.461945, 195.454269
368.714294, 164.010727, 369.272339, 169.613892
346.468964, 185.315140, 352.034332, 269.940216
400.571838, 155.604050, 400.661316, 161.672119
557.631042, 173.642532, 558.219482, 175.922623
502.906128, 211.089920, 503.192596, 210.387192
194.422852, 202.869583, 194.430038, 209.727386
444.774261, 148.223724, 444.842712, 154.223358
402.188293, 286.616608, 401.893158, 285.499329
430.731415, 147.877884, 419.325684, 151.977249
151.309052, 105.923332, 149.025574, 110.376129
395.061249, 374.390930, 394.384674, 370.957550
212.640991, 256.262207, 212.622162, 257.014282
527.347168, 191.419983, 527.658875, 195.523514
303.878967, 344.519592, 304.040314, 342.049469
347.111755, 182.024460, 349.198578, 266.232788
554.222656, 204.357086, 554.781433, 208.599213
147.126450, 338.122253, 147.889999, 343.625854
204.188217, 334.429596, 204.963562, 333.807190
180.603973, 325.847900, 181.717545, 328.154327
254.893463, 174.165863, 213.270645, 178.589401
149.346802, 230.543961, 149.441803, 237.980576
394.045929, 183.956085, 394.323303, 190.691772
376.864868, 174.830551, 377.359650, 181.284348
230.926208, 194.482941, 309.309570, 169.616913
212.807831, 360.966705, 213.632401, 360.598022
212.807831, 360.966705, 213.632401, 360.598022
408.064392, 161.182983, 408.760925, 167.811981
546.932800, 124.989357, 547.756165, 126.130341
490.790222, 294.440979, 490.579559, 291.992554
511.138702, 192.446594, 511.632599, 197.979721
168.498657, 131.206421, 170.333054, 134.125183
499.746399, 202.773270, 500.124390, 206.055176
386.109558, 166.094330, 386.430756, 172.037598
450.807373, 315.113312, 450.129730, 312.556030
401.757172, 180.782852, 402.030243, 188.182724
394.342560, 199.210571, 394.997040, 200.173645
197.232925, 333.504059, 200.084747, 334.177032
204.676834, 205.938614, 204.034805, 211.186783
218.550125, 341.316559, 219.216354, 338.576630
151.921585, 335.896484, 152.891083, 335.512756
549.630615, 173.600342, 550.330688, 179.067612
234.977798, 251.464111, 174.869629, 141.583603
482.387146, 300.632050, 481.748535, 299.432678
193.888245, 225.284943, 193.698166, 231.147324
190.639648, 283.620422, 191.609421, 285.854034
180.177353, 247.929535, 180.218140, 252.869659
201.714981, 207.146652, 200.592621, 213.675369
403.368713, 150.645081, 401.531616, 155.468842
203.818680, 159.406250, 206.832489, 161.287964
365.967194, 271.996124, 365.557800, 270.553680
407.798950, 237.504272, 218.678482, 160.880676
473.870941, 144.083542, 474.189941, 141.927475
159.538223, 82.508804, 158.228958, 69.326180
416.513519, 174.620285, 416.107239, 182.092819
509.420959, 215.669449, 509.609711, 214.992920
172.427261, 337.814545, 173.224854, 337.356079
469.192841, 215.800095, 469.540314, 215.552811
414.765961, 324.212219, 443.940674, 314.919464
151.789505, 120.988663, 188.926849, 159.168976
209.049149, 260.404724, 209.533356, 260.666168
369.222443, 331.553162, 449.438873, 151.880310
160.365875, 131.172882, 159.419510, 137.522491
196.231934, 287.012238, 196.647278, 290.983734
513.891968, 123.938187, 72.833092, 115.112465
144.598740, 112.140381, 143.910995, 117.377213
467.621704, 190.438385, 467.690887, 196.586716
204.770035, 198.784164, 204.353058, 204.406799
378.877045, 256.502655, 378.656250, 254.961044
395.948700, 284.847046, 395.420471, 283.740784
205.852768, 189.851044, 205.926849, 196.116089
532.475281, 200.130325, 532.273254, 201.676956
165.378769, 347.669739, 166.413330, 346.907623
156.716064, 234.822296, 156.868896, 243.506363
498.169861, 133.955170, 490.643036, 136.240555
262.958527, 191.789429, 249.701523, 267.983734
269.222534, 188.078888, 208.113861, 213.431717
188.571136, 157.888504, 176.379684, 147.202133
393.479187, 330.909698, 394.814941, 326.217041
462.047333, 189.567200, 545.287476, 152.169418
265.579865, 353.886292, 362.619934, 262.165955
383.903290, 195.592682, 383.459351, 275.216644
496.013947, 148.403259, 496.799774, 153.941711
471.999573, 204.211929, 471.462341, 203.411682
225.454178, 237.397568, 502.260895, 153.651627
474.995544, 196.503586, 469.957764, 164.140991
480.961914, 167.185577, 490.400970, 169.831131
216.869873, 260.324432, 166.863571, 241.938171
474.688171, 160.686203, 401.867767, 198.510788
298.069458, 353.275055, 484.027985, 194.248566
444.319031, 206.868851, 191.115372, 213.383759
218.550125, 341.316559, 219.216354, 338.576630
496.013947, 148.403259, 496.799774, 153.941711
222.730026, 125.162361, 495.965149, 138.495209
379.285339, 191.640076, 462.650574, 159.000519
131.396576, 78.235809, 129.632828, 93.859558
294.736694, 358.385803, 261.646606, 270.472961
400.409180, 377.658539, 208.473373, 328.785583
